f1,100
f2,99
f3,99
f4,98
f5,98
f6,95
f7,94
f8,94
f9,91
f10,90
f11,89
f12,87
f13,84
f14,80
f15,80
f16,77
f17,75
f18,74
f19,73
f20,73
f21,72
f22,72
f23,72
f24,69
f25,69
f26,65
f27,64
f28,63
f29,62
f30,62
f31,59
f32,59
f33,59
f34,59
f35,59
f36,59
f37,57
f38,56
f39,53
f40,53
f41,51
f42,51
f43,51
f44,50
f45,50
f46,50
f47,49
f48,49
f49,48
f50,47
f51,47
f52,47
f53,47
f54,44
f55,44
f56,43
f57,43
f58,40
f59,39
f60,38
f61,37
f62,36
f63,34
f64,34
f65,32
f66,30
f67,29
f68,29
f69,27
f70,23
f71,23
f72,23
f73,21
f74,18
f75,18
f76,18
f77,18
f78,17
f79,16
f80,16
f81,16
f82,15
f83,15
f84,14
f85,12
f86,12
f87,11
f88,10
f89,10
f90,9
f91,8
f92,8
f93,7
f94,7
f95,5
f96,4
f97,4
f98,4
f99,2
f100,1
