f1,100
f2,100
f3,100
f4,99
f5,99
f6,98
f7,98
f8,98
f9,97
f10,96
f11,95
f12,95
f13,95
f14,94
f15,94
f16,93
f17,93
f18,93
f19,93
f20,92
f21,92
f22,92
f23,91
f24,90
f25,90
f26,89
f27,89
f28,88
f29,87
f30,86
f31,86
f32,85
f33,85
f34,84
f35,84
f36,84
f37,83
f38,83
f39,83
f40,83
f41,81
f42,79
f43,78
f44,78
f45,77
f46,77
f47,76
f48,76
f49,75
f50,75
f51,75
f52,75
f53,75
f54,74
f55,74
f56,74
f57,74
f58,74
f59,73
f60,73
f61,73
f62,72
f63,71
f64,71
f65,70
f66,69
f67,69
f68,68
f69,68
f70,66
f71,65
f72,65
f73,65
f74,65
f75,65
f76,64
f77,64
f78,63
f79,61
f80,61
f81,61
f82,61
f83,60
f84,60
f85,60
f86,60
f87,60
f88,59
f89,59
f90,58
f91,58
f92,57
f93,57
f94,56
f95,55
f96,54
f97,53
f98,53
f99,52
f100,51
f101,51
f102,51
f103,50
f104,49
f105,48
f106,47
f107,46
f108,46
f109,45
f110,44
f111,44
f112,43
f113,41
f114,41
f115,39
f116,39
f117,38
f118,38
f119,38
f120,37
f121,37
f122,37
f123,36
f124,36
f125,35
f126,35
f127,35
f128,34
f129,34
f130,34
f131,34
f132,34
f133,33
f134,32
f135,32
f136,32
f137,31
f138,29
f139,28
f140,28
f141,28
f142,27
f143,27
f144,26
f145,25
f146,25
f147,23
f148,23
f149,23
f150,23
f151,23
f152,22
f153,22
f154,22
f155,22
f156,21
f157,20
f158,18
f159,18
f160,17
f161,17
f162,17
f163,16
f164,16
f165,15
f166,15
f167,14
f168,13
f169,13
f170,12
f171,12
f172,12
f173,11
f174,11
f175,11
f176,11
f177,11
f178,10
f179,8
f180,8
f181,8
f182,8
f183,8
f184,6
f185,6
f186,6
f187,6
f188,6
f189,5
f190,5
f191,4
f192,4
f193,3
f194,3
f195,2
f196,2
f197,1
f198,1
f199,1
f200,1
