f1,100
f2,100
f3,98
f4,95
f5,94
f6,94
f7,93
f8,93
f9,93
f10,92
f11,90
f12,90
f13,90
f14,89
f15,88
f16,87
f17,87
f18,86
f19,86
f20,84
f21,84
f22,83
f23,82
f24,82
f25,81
f26,80
f27,79
f28,79
f29,79
f30,77
f31,77
f32,76
f33,75
f34,75
f35,75
f36,75
f37,74
f38,73
f39,71
f40,69
f41,69
f42,68
f43,65
f44,63
f45,60
f46,59
f47,59
f48,58
f49,57
f50,57
f51,56
f52,56
f53,56
f54,56
f55,55
f56,55
f57,54
f58,54
f59,54
f60,54
f61,50
f62,50
f63,49
f64,48
f65,48
f66,48
f67,45
f68,45
f69,44
f70,44
f71,43
f72,43
f73,39
f74,38
f75,38
f76,37
f77,37
f78,37
f79,37
f80,36
f81,36
f82,33
f83,33
f84,31
f85,29
f86,28
f87,27
f88,27
f89,26
f90,26
f91,26
f92,26
f93,25
f94,25
f95,25
f96,23
f97,23
f98,23
f99,22
f100,22
