f1,300
f2,300
f3,300
f4,300
f5,298
f6,298
f7,298
f8,295
f9,295
f10,295
f11,294
f12,294
f13,293
f14,292
f15,292
f16,292
f17,292
f18,292
f19,291
f20,291
f21,290
f22,290
f23,290
f24,290
f25,290
f26,290
f27,290
f28,288
f29,288
f30,288
f31,288
f32,287
f33,287
f34,287
f35,287
f36,286
f37,286
f38,286
f39,286
f40,286
f41,285
f42,285
f43,285
f44,285
f45,285
f46,285
f47,285
f48,284
f49,284
f50,284
f51,284
f52,283
f53,283
f54,283
f55,283
f56,282
f57,281
f58,281
f59,281
f60,281
f61,281
f62,281
f63,280
f64,280
f65,280
f66,280
f67,280
f68,280
f69,279
f70,279
f71,279
f72,279
f73,279
f74,278
f75,277
f76,276
f77,276
f78,276
f79,275
f80,275
f81,274
f82,274
f83,274
f84,274
f85,274
f86,273
f87,273
f88,273
f89,272
f90,271
f91,271
f92,271
f93,271
f94,270
f95,270
f96,270
f97,270
f98,270
f99,269
f100,269
f101,269
f102,268
f103,268
f104,268
f105,267
f106,267
f107,267
f108,267
f109,266
f110,266
f111,266
f112,264
f113,263
f114,263
f115,263
f116,263
f117,262
f118,262
f119,261
f120,261
f121,261
f122,260
f123,259
f124,259
f125,257
f126,257
f127,257
f128,257
f129,257
f130,257
f131,257
f132,256
f133,255
f134,254
f135,254
f136,254
f137,253
f138,253
f139,252
f140,251
f141,251
f142,250
f143,250
f144,249
f145,249
f146,248
f147,247
f148,247
f149,247
f150,246
f151,246
f152,245
f153,244
f154,243
f155,243
f156,242
f157,240
f158,240
f159,240
f160,240
f161,239
f162,239
f163,239
f164,238
f165,238
f166,237
f167,236
f168,236
f169,236
f170,235
f171,235
f172,234
f173,234
f174,234
f175,234
f176,233
f177,232
f178,232
f179,232
f180,232
f181,232
f182,231
f183,231
f184,231
f185,230
f186,230
f187,230
f188,229
f189,227
f190,227
f191,227
f192,227
f193,226
f194,225
f195,225
f196,224
f197,224
f198,223
f199,223
f200,222
f201,221
f202,220
f203,220
f204,220
f205,220
f206,220
f207,220
f208,219
f209,219
f210,219
f211,218
f212,217
f213,217
f214,217
f215,217
f216,217
f217,216
f218,216
f219,215
f220,214
f221,214
f222,214
f223,214
f224,213
f225,212
f226,212
f227,212
f228,212
f229,212
f230,212
f231,211
f232,211
f233,210
f234,210
f235,210
f236,210
f237,210
f238,210
f239,209
f240,208
f241,208
f242,207
f243,207
f244,206
f245,206
f246,205
f247,205
f248,204
f249,204
f250,204
f251,204
f252,204
f253,203
f254,203
f255,203
f256,203
f257,203
f258,202
f259,202
f260,202
f261,202
f262,201
f263,201
f264,200
f265,200
f266,199
f267,199
f268,199
f269,198
f270,198
f271,198
f272,197
f273,197
f274,195
f275,195
f276,195
f277,195
f278,195
f279,194
f280,194
f281,193
f282,193
f283,193
f284,192
f285,192
f286,192
f287,191
f288,191
f289,191
f290,190
f291,190
f292,190
f293,189
f294,189
f295,188
f296,188
f297,188
f298,188
f299,187
f300,187
f301,186
f302,186
f303,185
f304,185
f305,185
f306,185
f307,185
f308,184
f309,184
f310,184
f311,183
f312,183
f313,183
f314,182
f315,182
f316,182
f317,181
f318,180
f319,180
f320,180
f321,180
f322,179
f323,179
f324,179
f325,178
f326,178
f327,178
f328,177
f329,175
f330,175
f331,174
f332,174
f333,174
f334,173
f335,172
f336,172
f337,172
f338,170
f339,170
f340,170
f341,169
f342,168
f343,167
f344,166
f345,166
f346,166
f347,166
f348,165
f349,165
f350,164
f351,164
f352,164
f353,164
f354,164
f355,163
f356,163
f357,163
f358,162
f359,162
f360,162
f361,161
f362,161
f363,161
f364,161
f365,161
f366,160
f367,160
f368,160
f369,159
f370,159
f371,157
f372,157
f373,157
f374,155
f375,154
f376,154
f377,153
f378,153
f379,153
f380,152
f381,152
f382,152
f383,152
f384,151
f385,151
f386,151
f387,151
f388,149
f389,149
f390,148
f391,146
f392,146
f393,146
f394,145
f395,144
f396,144
f397,144
f398,144
f399,143
f400,142
f401,142
f402,142
f403,142
f404,141
f405,140
f406,140
f407,139
f408,138
f409,138
f410,138
f411,138
f412,137
f413,137
f414,136
f415,136
f416,136
f417,136
f418,135
f419,135
f420,135
f421,134
f422,134
f423,134
f424,133
f425,132
f426,132
f427,132
f428,132
f429,132
f430,131
f431,131
f432,130
f433,130
f434,130
f435,130
f436,129
f437,127
f438,126
f439,125
f440,124
f441,124
f442,123
f443,123
f444,123
f445,122
f446,122
f447,122
f448,122
f449,121
f450,121
f451,121
f452,121
f453,121
f454,121
f455,117
f456,117
f457,117
f458,116
f459,116
f460,116
f461,115
f462,115
f463,115
f464,114
f465,114
f466,114
f467,114
f468,113
f469,113
f470,112
f471,112
f472,112
f473,112
f474,111
f475,111
f476,110
f477,110
f478,109
f479,108
f480,108
f481,107
f482,106
f483,106
f484,106
f485,105
f486,105
f487,105
f488,105
f489,105
f490,105
f491,105
f492,104
f493,104
f494,104
f495,103
f496,103
f497,102
f498,102
f499,102
f500,102
