f1,100
f2,99
f3,99
f4,99
f5,99
f6,99
f7,98
f8,98
f9,98
f10,98
f11,98
f12,98
f13,98
f14,98
f15,97
f16,97
f17,96
f18,96
f19,96
f20,96
f21,95
f22,95
f23,94
f24,94
f25,94
f26,94
f27,94
f28,94
f29,93
f30,93
f31,93
f32,93
f33,93
f34,93
f35,93
f36,93
f37,92
f38,92
f39,92
f40,92
f41,92
f42,91
f43,91
f44,91
f45,91
f46,90
f47,90
f48,90
f49,90
f50,90
f51,90
f52,89
f53,89
f54,89
f55,89
f56,89
f57,89
f58,89
f59,88
f60,88
f61,88
f62,87
f63,87
f64,87
f65,87
f66,87
f67,86
f68,86
f69,86
f70,86
f71,86
f72,86
f73,86
f74,86
f75,86
f76,86
f77,85
f78,85
f79,85
f80,85
f81,84
f82,84
f83,84
f84,84
f85,83
f86,83
f87,83
f88,83
f89,83
f90,83
f91,83
f92,83
f93,82
f94,82
f95,81
f96,81
f97,81
f98,81
f99,81
f100,80
f101,80
f102,80
f103,80
f104,80
f105,79
f106,79
f107,79
f108,79
f109,79
f110,79
f111,78
f112,77
f113,77
f114,77
f115,76
f116,76
f117,76
f118,76
f119,76
f120,76
f121,75
f122,75
f123,74
f124,74
f125,73
f126,73
f127,73
f128,73
f129,73
f130,72
f131,72
f132,72
f133,71
f134,71
f135,71
f136,70
f137,70
f138,70
f139,70
f140,70
f141,70
f142,70
f143,70
f144,69
f145,69
f146,69
f147,69
f148,68
f149,68
f150,68
f151,67
f152,67
f153,67
f154,67
f155,67
f156,66
f157,65
f158,65
f159,65
f160,64
f161,64
f162,64
f163,64
f164,64
f165,64
f166,63
f167,63
f168,63
f169,63
f170,63
f171,63
f172,63
f173,63
f174,62
f175,62
f176,62
f177,62
f178,62
f179,62
f180,62
f181,61
f182,61
f183,61
f184,61
f185,61
f186,61
f187,61
f188,60
f189,60
f190,60
f191,60
f192,60
f193,60
f194,60
f195,60
f196,59
f197,59
f198,57
f199,57
f200,57
f201,57
f202,57
f203,56
f204,56
f205,56
f206,56
f207,56
f208,56
f209,55
f210,55
f211,55
f212,55
f213,55
f214,55
f215,55
f216,54
f217,54
f218,54
f219,54
f220,54
f221,54
f222,54
f223,53
f224,53
f225,53
f226,53
f227,52
f228,52
f229,52
f230,52
f231,52
f232,52
f233,52
f234,52
f235,51
f236,51
f237,51
f238,51
f239,51
f240,50
f241,50
f242,50
f243,50
f244,50
f245,50
f246,50
f247,50
f248,49
f249,49
f250,49
f251,49
f252,49
f253,49
f254,49
f255,49
f256,48
f257,48
f258,47
f259,47
f260,47
f261,47
f262,47
f263,46
f264,46
f265,46
f266,46
f267,46
f268,46
f269,46
f270,46
f271,45
f272,45
f273,45
f274,44
f275,44
f276,44
f277,44
f278,44
f279,43
f280,43
f281,43
f282,43
f283,42
f284,42
f285,42
f286,42
f287,41
f288,41
f289,41
f290,40
f291,40
f292,40
f293,40
f294,40
f295,39
f296,39
f297,39
f298,39
f299,38
f300,38
f301,38
f302,38
f303,38
f304,37
f305,37
f306,37
f307,37
f308,36
f309,36
f310,36
f311,36
f312,36
f313,35
f314,35
f315,35
f316,35
f317,35
f318,34
f319,34
f320,34
f321,34
f322,34
f323,34
f324,34
f325,34
f326,34
f327,33
f328,33
f329,33
f330,33
f331,32
f332,32
f333,32
f334,32
f335,32
f336,31
f337,31
f338,31
f339,31
f340,31
f341,31
f342,31
f343,30
f344,30
f345,30
f346,29
f347,29
f348,29
f349,29
f350,29
f351,29
f352,28
f353,28
f354,28
f355,27
f356,27
f357,27
f358,27
f359,27
f360,27
f361,26
f362,26
f363,26
f364,26
f365,26
f366,26
f367,25
f368,25
f369,25
f370,25
f371,24
f372,24
f373,24
f374,24
f375,24
f376,24
f377,23
f378,23
f379,23
f380,23
f381,23
f382,22
f383,22
f384,22
f385,22
f386,21
f387,21
f388,21
f389,21
f390,21
f391,21
f392,20
f393,20
f394,20
f395,20
f396,19
f397,19
f398,19
f399,19
f400,18
f401,18
f402,18
f403,17
f404,17
f405,17
f406,17
f407,16
f408,16
f409,16
f410,16
f411,16
f412,15
f413,15
f414,15
f415,14
f416,14
f417,14
f418,14
f419,14
f420,13
f421,13
f422,13
f423,13
f424,13
f425,13
f426,13
f427,12
f428,12
f429,12
f430,12
f431,11
f432,11
f433,11
f434,10
f435,10
f436,10
f437,10
f438,10
f439,10
f440,10
f441,10
f442,9
f443,9
f444,9
f445,8
f446,8
f447,8
f448,8
f449,8
f450,7
f451,7
f452,7
f453,7
f454,7
f455,7
f456,7
f457,7
f458,7
f459,7
f460,7
f461,7
f462,6
f463,6
f464,6
f465,6
f466,6
f467,6
f468,5
f469,5
f470,5
f471,5
f472,5
f473,5
f474,5
f475,4
f476,4
f477,4
f478,4
f479,4
f480,3
f481,3
f482,3
f483,3
f484,3
f485,2
f486,2
f487,2
f488,2
f489,2
f490,2
f491,2
f492,2
f493,2
f494,2
f495,2
f496,1
f497,1
f498,1
f499,1
f500,1
