f1,99
f2,99
f3,96
f4,96
f5,95
f6,95
f7,94
f8,94
f9,93
f10,91
f11,91
f12,88
f13,88
f14,87
f15,87
f16,87
f17,87
f18,84
f19,84
f20,83
f21,83
f22,82
f23,82
f24,82
f25,81
f26,81
f27,81
f28,80
f29,78
f30,77
f31,77
f32,76
f33,76
f34,76
f35,74
f36,74
f37,74
f38,74
f39,74
f40,73
f41,73
f42,73
f43,73
f44,73
f45,72
f46,72
f47,71
f48,71
f49,70
f50,70
f51,69
f52,68
f53,67
f54,64
f55,64
f56,63
f57,62
f58,60
f59,60
f60,59
f61,59
f62,59
f63,58
f64,58
f65,57
f66,57
f67,57
f68,55
f69,55
f70,53
f71,52
f72,51
f73,50
f74,49
f75,48
f76,46
f77,46
f78,45
f79,43
f80,43
f81,42
f82,42
f83,42
f84,42
f85,42
f86,40
f87,40
f88,40
f89,38
f90,37
f91,36
f92,36
f93,34
f94,34
f95,33
f96,33
f97,33
f98,31
f99,30
f100,30
