f1,99
f2,97
f3,97
f4,97
f5,96
f6,95
f7,94
f8,94
f9,93
f10,93
f11,93
f12,91
f13,90
f14,89
f15,88
f16,86
f17,84
f18,83
f19,83
f20,83
f21,82
f22,82
f23,81
f24,81
f25,81
f26,80
f27,78
f28,78
f29,78
f30,77
f31,75
f32,75
f33,74
f34,73
f35,73
f36,73
f37,73
f38,71
f39,71
f40,71
f41,70
f42,69
f43,69
f44,68
f45,68
f46,67
f47,66
f48,65
f49,64
f50,64
f51,63
f52,63
f53,63
f54,63
f55,62
f56,62
f57,61
f58,60
f59,59
f60,58
f61,57
f62,57
f63,57
f64,57
f65,56
f66,55
f67,54
f68,54
f69,53
f70,52
f71,52
f72,52
f73,52
f74,50
f75,50
f76,49
f77,49
f78,49
f79,48
f80,48
f81,46
f82,45
f83,45
f84,44
f85,44
f86,42
f87,39
f88,39
f89,37
f90,34
f91,34
f92,34
f93,34
f94,33
f95,33
f96,32
f97,31
f98,31
f99,30
f100,30
